,agent_gender,agent_year_of_birth,footfall,staypoint_planningarea,datetime
4298,M,2003,40,AM,21/2/2018 21:00
4747,M,2004,40,AM,21/2/2018 21:00
25,M,2005,40,AM,21/2/2018 21:00
153,M,2006,40,AM,21/2/2018 21:00
154,NA,1925,40,AM,21/2/2018 21:00
466,NA,1928,40,AM,21/2/2018 21:00
1570,NA,1930,40,AM,21/2/2018 21:00
1866,NA,1933,40,AM,21/2/2018 21:00
1994,NA,1934,40,AM,21/2/2018 21:00
1997,NA,1935,40,AM,21/2/2018 21:00
2106,NA,1936,40,AM,21/2/2018 21:00
2536,NA,1937,40,AM,21/2/2018 21:00
2588,NA,1938,40,AM,21/2/2018 21:00
3642,NA,1939,40,AM,21/2/2018 21:00
3764,NA,1940,40,AM,21/2/2018 21:00
3860,NA,1941,40,AM,21/2/2018 21:00
3868,NA,1942,40,AM,21/2/2018 21:00
3915,NA,1943,40,AM,21/2/2018 21:00
3929,NA,1944,40,AM,21/2/2018 21:00
4007,NA,1945,40,AM,21/2/2018 21:00
4012,NA,1946,40,AM,21/2/2018 21:00
4069,NA,1947,40,AM,21/2/2018 21:00
4148,NA,1948,40,AM,21/2/2018 21:00
4203,NA,1949,40,AM,21/2/2018 21:00
4209,NA,1950,40,AM,21/2/2018 21:00
4307,NA,1951,40,AM,21/2/2018 21:00
4367,NA,1952,40,AM,21/2/2018 21:00
4740,NA,1953,40,AM,21/2/2018 21:00
4746,NA,1955,40,AM,21/2/2018 21:00
4748,NA,1956,40,AM,21/2/2018 21:00
105,NA,1958,40,AM,21/2/2018 21:00
449,NA,1959,40,AM,21/2/2018 21:00
1778,NA,1962,40,AM,21/2/2018 21:00
1865,NA,1963,40,AM,21/2/2018 21:00
2000,NA,1967,40,AM,21/2/2018 21:00
2086,NA,1999,40,AM,21/2/2018 21:00
2094,NA,2000,40,AM,21/2/2018 21:00
2222,NA,2001,40,AM,21/2/2018 21:00
2225,NA,2002,40,AM,21/2/2018 21:00
2226,NA,2003,40,AM,21/2/2018 21:00
2540,NA,2013,40,AM,21/2/2018 21:00
2757,NA,NA,6364,AM,21/2/2018 20:00
3104,M,NA,656,AM,21/2/2018 20:00
3203,F,NA,339,AM,21/2/2018 20:00
4010,NA,1992,190,AM,21/2/2018 20:00
4075,NA,1991,165,AM,21/2/2018 20:00
4135,NA,1990,161,AM,21/2/2018 20:00
4145,NA,1988,151,AM,21/2/2018 20:00
4152,NA,1995,150,AM,21/2/2018 20:00
4205,M,1970,147,AM,21/2/2018 20:00
4227,NA,1994,142,AM,21/2/2018 20:00
4451,M,1968,135,AM,21/2/2018 20:00
441,M,1971,131,AM,21/2/2018 20:00
2096,M,1969,128,AM,21/2/2018 20:00
2224,NA,1989,127,AM,21/2/2018 20:00
2535,M,1972,123,AM,21/2/2018 20:00
3106,M,1990,120,AM,21/2/2018 20:00
3550,NA,1993,120,AM,21/2/2018 20:00
3695,NA,1984,119,AM,21/2/2018 20:00
3696,F,1973,115,AM,21/2/2018 20:00
3772,M,1985,113,AM,21/2/2018 20:00
3773,M,1974,112,AM,21/2/2018 20:00
4082,NA,1986,112,AM,21/2/2018 20:00
4136,NA,1983,111,AM,21/2/2018 20:00
4153,M,1962,109,AM,21/2/2018 20:00
4202,M,1964,109,AM,21/2/2018 20:00
4440,M,1961,108,AM,21/2/2018 20:00
4529,M,1976,108,AM,21/2/2018 20:00
4744,M,1988,108,AM,21/2/2018 20:00
188,NA,1985,108,AM,21/2/2018 20:00
437,NA,1987,108,AM,21/2/2018 20:00
1496,M,1973,105,AM,21/2/2018 20:00
1639,NA,1979,104,AM,21/2/2018 20:00
1649,F,1968,101,AM,21/2/2018 20:00
1773,M,1967,101,AM,21/2/2018 20:00
1861,NA,1974,101,AM,21/2/2018 20:00
2010,F,1972,100,AM,21/2/2018 20:00
2650,M,1975,100,AM,21/2/2018 20:00
2656,M,1987,100,AM,21/2/2018 20:00
2881,NA,1980,100,AM,21/2/2018 20:00
3030,F,1970,99,AM,21/2/2018 20:00
3320,F,1985,99,AM,21/2/2018 20:00
3757,NA,1972,99,AM,21/2/2018 20:00
3870,NA,1982,99,AM,21/2/2018 20:00
4155,M,1965,97,AM,21/2/2018 20:00
4526,M,1978,97,AM,21/2/2018 20:00
440,F,1964,96,AM,21/2/2018 20:00
1485,M,1980,96,AM,21/2/2018 20:00
1666,F,1969,93,AM,21/2/2018 20:00
1720,F,1982,93,AM,21/2/2018 20:00
1772,F,1984,93,AM,21/2/2018 20:00
1870,F,1991,92,AM,21/2/2018 20:00
2089,M,1960,92,AM,21/2/2018 20:00
2219,M,1966,92,AM,21/2/2018 20:00
2315,M,1963,90,AM,21/2/2018 20:00
2325,NA,1975,90,AM,21/2/2018 20:00
2654,F,1971,89,AM,21/2/2018 20:00
2976,M,1979,89,AM,21/2/2018 20:00
3202,F,1987,88,AM,21/2/2018 20:00
3204,F,1988,88,AM,21/2/2018 20:00
3644,M,1982,88,AM,21/2/2018 20:00
4080,M,1984,88,AM,21/2/2018 20:00
4147,NA,1971,88,AM,21/2/2018 20:00
4159,NA,1978,88,AM,21/2/2018 20:00
4163,F,1978,86,AM,21/2/2018 20:00
4428,F,1966,84,AM,21/2/2018 20:00
4430,F,1967,84,AM,21/2/2018 20:00
4583,F,1974,84,AM,21/2/2018 20:00
4745,M,1958,84,AM,21/2/2018 20:00
4754,NA,1970,84,AM,21/2/2018 20:00
1719,F,1976,82,AM,21/2/2018 20:00
2091,F,1979,82,AM,21/2/2018 20:00
2313,M,1981,82,AM,21/2/2018 20:00
2441,NA,1981,81,AM,21/2/2018 20:00
2875,F,1977,80,AM,21/2/2018 20:00
2973,NA,1976,78,AM,21/2/2018 20:00
3200,NA,1977,78,AM,21/2/2018 20:00
3201,F,1965,77,AM,21/2/2018 20:00
3936,M,1957,77,AM,21/2/2018 20:00
4002,NA,1967,77,AM,21/2/2018 20:00
4081,NA,1973,77,AM,21/2/2018 20:00
4149,NA,1996,77,AM,21/2/2018 20:00
4427,M,1959,76,AM,21/2/2018 20:00
4442,F,1989,74,AM,21/2/2018 20:00
4454,F,1990,74,AM,21/2/2018 20:00
4528,M,1977,74,AM,21/2/2018 20:00
4530,M,1986,74,AM,21/2/2018 20:00
68,F,1962,73,AM,21/2/2018 20:00
433,F,1975,73,AM,21/2/2018 20:00
467,F,1981,73,AM,21/2/2018 20:00
1343,F,1993,73,AM,21/2/2018 20:00
1484,NA,1968,73,AM,21/2/2018 20:00
1500,NA,1997,72,AM,21/2/2018 20:00
1709,M,1989,70,AM,21/2/2018 20:00
1796,M,1991,69,AM,21/2/2018 20:00
2093,M,1993,69,AM,21/2/2018 20:00
2216,NA,1969,69,AM,21/2/2018 20:00
2312,M,1983,66,AM,21/2/2018 20:00
2437,F,1957,65,AM,21/2/2018 20:00
2541,F,1963,65,AM,21/2/2018 20:00
2651,M,1955,65,AM,21/2/2018 20:00
2979,F,1992,63,AM,21/2/2018 20:00
3098,F,1980,59,AM,21/2/2018 20:00
3256,F,1983,59,AM,21/2/2018 20:00
3323,F,1994,59,AM,21/2/2018 20:00
3774,F,1956,58,AM,21/2/2018 20:00
3853,M,1953,58,AM,21/2/2018 20:00
3914,M,1956,58,AM,21/2/2018 20:00
3984,NA,1966,58,AM,21/2/2018 20:00
4014,NA,1963,57,AM,21/2/2018 20:00
4162,NA,1964,57,AM,21/2/2018 20:00
4439,F,1961,55,AM,21/2/2018 20:00
4584,M,1954,55,AM,21/2/2018 20:00
4585,M,1994,55,AM,21/2/2018 20:00
4753,NA,1965,55,AM,21/2/2018 20:00
4755,F,1986,51,AM,21/2/2018 20:00
4966,M,1992,51,AM,21/2/2018 20:00
70,F,1959,50,AM,21/2/2018 20:00
189,NA,1962,50,AM,21/2/2018 20:00
431,F,1960,49,AM,21/2/2018 20:00
1573,F,1958,42,AM,21/2/2018 20:00
1725,F,1953,41,AM,21/2/2018 20:00
2008,F,1955,41,AM,21/2/2018 20:00
2087,M,1998,41,AM,21/2/2018 20:00
2215,NA,1955,41,AM,21/2/2018 20:00
2653,NA,1998,41,AM,21/2/2018 20:00
2662,F,1924,40,AM,21/2/2018 20:00
2667,F,1931,40,AM,21/2/2018 20:00
2758,F,1938,40,AM,21/2/2018 20:00
2763,F,1939,40,AM,21/2/2018 20:00
2873,F,1941,40,AM,21/2/2018 20:00
2963,F,1943,40,AM,21/2/2018 20:00
3092,F,1944,40,AM,21/2/2018 20:00
3096,F,1945,40,AM,21/2/2018 20:00
3545,F,1946,40,AM,21/2/2018 20:00
3645,F,1947,40,AM,21/2/2018 20:00
3692,F,1948,40,AM,21/2/2018 20:00
3694,F,1949,40,AM,21/2/2018 20:00
3934,F,1950,40,AM,21/2/2018 20:00
3940,F,1951,40,AM,21/2/2018 20:00
4232,F,1952,40,AM,21/2/2018 20:00
4522,F,1954,40,AM,21/2/2018 20:00
4961,F,1995,40,AM,21/2/2018 20:00
1549,F,1996,40,AM,21/2/2018 20:00
1574,F,1997,40,AM,21/2/2018 20:00
1727,F,1998,40,AM,21/2/2018 20:00
1998,F,1999,40,AM,21/2/2018 20:00
2015,F,2000,40,AM,21/2/2018 20:00
2218,F,2001,40,AM,21/2/2018 20:00
2436,F,2002,40,AM,21/2/2018 20:00
2443,F,2003,40,AM,21/2/2018 20:00
2530,F,2004,40,AM,21/2/2018 20:00
2754,F,2006,40,AM,21/2/2018 20:00
2812,M,1932,40,AM,21/2/2018 20:00
2877,M,1933,40,AM,21/2/2018 20:00
2880,M,1936,40,AM,21/2/2018 20:00
2888,M,1938,40,AM,21/2/2018 20:00
2974,M,1939,40,AM,21/2/2018 20:00
3028,M,1940,40,AM,21/2/2018 20:00
3321,M,1941,40,AM,21/2/2018 20:00
3324,M,1942,40,AM,21/2/2018 20:00
3649,M,1943,40,AM,21/2/2018 20:00
3775,M,1944,40,AM,21/2/2018 20:00
3866,M,1945,40,AM,21/2/2018 20:00
3981,M,1946,40,AM,21/2/2018 20:00
4292,M,1947,40,AM,21/2/2018 20:00
4301,M,1948,40,AM,21/2/2018 20:00
4670,M,1949,40,AM,21/2/2018 20:00
4960,M,1950,40,AM,21/2/2018 20:00
427,M,1951,40,AM,21/2/2018 20:00
1495,M,1952,40,AM,21/2/2018 20:00
2007,M,1995,40,AM,21/2/2018 20:00
2016,M,1996,40,AM,21/2/2018 20:00
2084,M,1997,40,AM,21/2/2018 20:00
2311,M,1999,40,AM,21/2/2018 20:00
2591,M,2000,40,AM,21/2/2018 20:00
3541,M,2001,40,AM,21/2/2018 20:00
3546,M,2002,40,AM,21/2/2018 20:00
3647,M,2003,40,AM,21/2/2018 20:00
3697,M,2004,40,AM,21/2/2018 20:00
4070,M,2005,40,AM,21/2/2018 20:00
4235,M,2007,40,AM,21/2/2018 20:00
4237,NA,1895,40,AM,21/2/2018 20:00
4321,NA,1930,40,AM,21/2/2018 20:00
4362,NA,1933,40,AM,21/2/2018 20:00
4433,NA,1934,40,AM,21/2/2018 20:00
4517,NA,1935,40,AM,21/2/2018 20:00
4886,NA,1936,40,AM,21/2/2018 20:00
4967,NA,1937,40,AM,21/2/2018 20:00
434,NA,1938,40,AM,21/2/2018 20:00
435,NA,1939,40,AM,21/2/2018 20:00
1341,NA,1940,40,AM,21/2/2018 20:00
1575,NA,1941,40,AM,21/2/2018 20:00
1647,NA,1942,40,AM,21/2/2018 20:00
1806,NA,1943,40,AM,21/2/2018 20:00
1995,NA,1944,40,AM,21/2/2018 20:00
1996,NA,1945,40,AM,21/2/2018 20:00
2304,NA,1946,40,AM,21/2/2018 20:00
2324,NA,1947,40,AM,21/2/2018 20:00
2665,NA,1948,40,AM,21/2/2018 20:00
2752,NA,1949,40,AM,21/2/2018 20:00
3197,NA,1950,40,AM,21/2/2018 20:00
3326,NA,1951,40,AM,21/2/2018 20:00
3333,NA,1952,40,AM,21/2/2018 20:00
3554,NA,1953,40,AM,21/2/2018 20:00
3766,NA,1954,40,AM,21/2/2018 20:00
3867,NA,1956,40,AM,21/2/2018 20:00
3913,NA,1957,40,AM,21/2/2018 20:00
3942,NA,1958,40,AM,21/2/2018 20:00
4009,NA,1959,40,AM,21/2/2018 20:00
4151,NA,1960,40,AM,21/2/2018 20:00
4156,NA,1961,40,AM,21/2/2018 20:00
4300,NA,1999,40,AM,21/2/2018 20:00
4366,NA,2000,40,AM,21/2/2018 20:00
4441,NA,2001,40,AM,21/2/2018 20:00
4453,NA,2002,40,AM,21/2/2018 20:00
4523,NA,2003,40,AM,21/2/2018 20:00
190,NA,2013,40,AM,21/2/2018 20:00
1340,NA,NA,8089,AM,21/2/2018 19:00
1493,M,NA,825,AM,21/2/2018 19:00
1636,F,NA,505,AM,21/2/2018 19:00
1864,NA,1992,208,AM,21/2/2018 19:00
1931,NA,1987,207,AM,21/2/2018 19:00
2108,NA,1988,181,AM,21/2/2018 19:00
2227,M,1968,180,AM,21/2/2018 19:00
2440,NA,1990,180,AM,21/2/2018 19:00
2589,NA,1993,174,AM,21/2/2018 19:00
2755,M,1972,173,AM,21/2/2018 19:00
2964,NA,1991,173,AM,21/2/2018 19:00
3109,M,1970,169,AM,21/2/2018 19:00
3193,F,1970,167,AM,21/2/2018 19:00
3319,NA,1989,167,AM,21/2/2018 19:00
3542,M,1974,166,AM,21/2/2018 19:00
3544,M,1975,166,AM,21/2/2018 19:00
3547,M,1971,161,AM,21/2/2018 19:00
3851,F,1971,159,AM,21/2/2018 19:00
3874,NA,1984,159,AM,21/2/2018 19:00
4016,NA,1986,158,AM,21/2/2018 19:00
4322,M,1966,157,AM,21/2/2018 19:00
4364,F,1972,155,AM,21/2/2018 19:00
4379,F,1973,155,AM,21/2/2018 19:00
4515,M,1969,155,AM,21/2/2018 19:00
4525,NA,1994,154,AM,21/2/2018 19:00
428,M,1978,153,AM,21/2/2018 19:00
784,NA,1983,151,AM,21/2/2018 19:00
1550,NA,1995,150,AM,21/2/2018 19:00
1667,M,1973,147,AM,21/2/2018 19:00
1932,M,1984,146,AM,21/2/2018 19:00
2083,NA,1985,146,AM,21/2/2018 19:00
2154,M,1961,144,AM,21/2/2018 19:00
2670,M,1979,143,AM,21/2/2018 19:00
3032,M,1988,142,AM,21/2/2018 19:00
3196,M,1982,136,AM,21/2/2018 19:00
3626,F,1969,135,AM,21/2/2018 19:00
3630,M,1962,135,AM,21/2/2018 19:00
3639,F,1968,134,AM,21/2/2018 19:00
3763,M,1980,134,AM,21/2/2018 19:00
3863,NA,1981,132,AM,21/2/2018 19:00
3916,M,1960,130,AM,21/2/2018 19:00
4073,M,1965,130,AM,21/2/2018 19:00
4302,M,1964,128,AM,21/2/2018 19:00
4431,NA,1978,128,AM,21/2/2018 19:00
4444,M,1977,127,AM,21/2/2018 19:00
186,M,1985,127,AM,21/2/2018 19:00
426,M,1987,127,AM,21/2/2018 19:00
1571,NA,1980,126,AM,21/2/2018 19:00
1722,F,1979,124,AM,21/2/2018 19:00
1801,M,1958,123,AM,21/2/2018 19:00
1804,NA,1974,123,AM,21/2/2018 19:00
1805,M,1990,122,AM,21/2/2018 19:00
2221,NA,1979,122,AM,21/2/2018 19:00
2970,M,1967,120,AM,21/2/2018 19:00
3094,M,1976,120,AM,21/2/2018 19:00
3186,F,1967,119,AM,21/2/2018 19:00
3187,NA,1972,119,AM,21/2/2018 19:00
3413,M,1983,117,AM,21/2/2018 19:00
3431,NA,1973,116,AM,21/2/2018 19:00
3481,F,1977,115,AM,21/2/2018 19:00
3634,M,1957,115,AM,21/2/2018 19:00
3776,M,1963,115,AM,21/2/2018 19:00
4154,NA,1982,115,AM,21/2/2018 19:00
4295,F,1964,113,AM,21/2/2018 19:00
4296,F,1974,113,AM,21/2/2018 19:00
4358,F,1981,113,AM,21/2/2018 19:00
4446,M,1959,113,AM,21/2/2018 19:00
1499,M,1981,113,AM,21/2/2018 19:00
1800,F,1965,112,AM,21/2/2018 19:00
1863,F,1982,112,AM,21/2/2018 19:00
2013,M,1956,112,AM,21/2/2018 19:00
2435,F,1984,111,AM,21/2/2018 19:00
2542,F,1976,109,AM,21/2/2018 19:00
2879,F,1988,109,AM,21/2/2018 19:00
3099,F,1992,109,AM,21/2/2018 19:00
3100,F,1978,108,AM,21/2/2018 19:00
3108,F,1991,105,AM,21/2/2018 19:00
3183,M,1986,104,AM,21/2/2018 19:00
3411,NA,1967,103,AM,21/2/2018 19:00
3637,NA,1976,103,AM,21/2/2018 19:00
3855,M,1989,101,AM,21/2/2018 19:00
4294,M,1991,101,AM,21/2/2018 19:00
4582,NA,1996,101,AM,21/2/2018 19:00
4653,F,1980,100,AM,21/2/2018 19:00
4870,F,1985,100,AM,21/2/2018 19:00
5038,NA,1975,100,AM,21/2/2018 19:00
187,NA,1997,99,AM,21/2/2018 19:00
243,NA,1977,97,AM,21/2/2018 19:00
438,F,1983,96,AM,21/2/2018 19:00
1480,NA,1970,96,AM,21/2/2018 19:00
2022,NA,1971,96,AM,21/2/2018 19:00
2305,NA,1969,95,AM,21/2/2018 19:00
2314,F,1959,93,AM,21/2/2018 19:00
2534,F,1989,93,AM,21/2/2018 19:00
2978,M,1954,93,AM,21/2/2018 19:00
3192,F,1962,92,AM,21/2/2018 19:00
3423,F,1966,90,AM,21/2/2018 19:00
3428,F,1986,86,AM,21/2/2018 19:00
3477,NA,1964,86,AM,21/2/2018 19:00
3543,NA,1968,86,AM,21/2/2018 19:00
3632,F,1975,84,AM,21/2/2018 19:00
3777,F,1987,84,AM,21/2/2018 19:00
3778,M,1993,84,AM,21/2/2018 19:00
3849,M,1955,82,AM,21/2/2018 19:00
3858,F,1961,78,AM,21/2/2018 19:00
4130,F,1990,78,AM,21/2/2018 19:00
4160,F,1993,78,AM,21/2/2018 19:00
4200,F,1963,76,AM,21/2/2018 19:00
4363,F,1994,74,AM,21/2/2018 19:00
4376,NA,1958,74,AM,21/2/2018 19:00
4378,F,1957,73,AM,21/2/2018 19:00
4650,F,1958,73,AM,21/2/2018 19:00
4671,M,1995,73,AM,21/2/2018 19:00
4959,NA,1966,73,AM,21/2/2018 19:00
1710,NA,1960,70,AM,21/2/2018 19:00
1724,NA,1962,70,AM,21/2/2018 19:00
1816,F,1960,69,AM,21/2/2018 19:00
2092,F,1956,68,AM,21/2/2018 19:00
2095,NA,1961,66,AM,21/2/2018 19:00
2107,M,1953,62,AM,21/2/2018 19:00
2217,NA,1965,62,AM,21/2/2018 19:00
2438,M,1952,59,AM,21/2/2018 19:00
2647,NA,1963,58,AM,21/2/2018 19:00
2806,F,1954,57,AM,21/2/2018 19:00
2876,M,1992,57,AM,21/2/2018 19:00
2975,NA,1956,57,AM,21/2/2018 19:00
2982,NA,1959,57,AM,21/2/2018 19:00
3031,F,1995,54,AM,21/2/2018 19:00
3336,M,1996,53,AM,21/2/2018 19:00
3429,NA,1957,53,AM,21/2/2018 19:00
3433,NA,1998,53,AM,21/2/2018 19:00
3479,M,1994,50,AM,21/2/2018 19:00
3480,NA,1955,50,AM,21/2/2018 19:00
3537,M,1998,49,AM,21/2/2018 19:00
3646,M,1997,47,AM,21/2/2018 19:00
3650,M,1951,46,AM,21/2/2018 19:00
3765,F,1996,45,AM,21/2/2018 19:00
3864,NA,1952,43,AM,21/2/2018 19:00
4072,F,1953,42,AM,21/2/2018 19:00
4133,F,1997,42,AM,21/2/2018 19:00
4385,F,1955,41,AM,21/2/2018 19:00
4426,F,1924,40,AM,21/2/2018 19:00
4432,F,1936,40,AM,21/2/2018 19:00
4741,F,1938,40,AM,21/2/2018 19:00
4963,F,1939,40,AM,21/2/2018 19:00
2082,F,1940,40,AM,21/2/2018 19:00
2228,F,1941,40,AM,21/2/2018 19:00
2451,F,1942,40,AM,21/2/2018 19:00
2522,F,1943,40,AM,21/2/2018 19:00
2537,F,1944,40,AM,21/2/2018 19:00
2753,F,1945,40,AM,21/2/2018 19:00
2764,F,1946,40,AM,21/2/2018 19:00
2765,F,1947,40,AM,21/2/2018 19:00
2810,F,1948,40,AM,21/2/2018 19:00
2967,F,1949,40,AM,21/2/2018 19:00
2971,F,1950,40,AM,21/2/2018 19:00
2983,F,1951,40,AM,21/2/2018 19:00
3427,F,1952,40,AM,21/2/2018 19:00
3540,F,1998,40,AM,21/2/2018 19:00
3548,F,1999,40,AM,21/2/2018 19:00
3640,F,2000,40,AM,21/2/2018 19:00
3690,F,2001,40,AM,21/2/2018 19:00
3698,F,2002,40,AM,21/2/2018 19:00
3702,F,2003,40,AM,21/2/2018 19:00
3756,F,2004,40,AM,21/2/2018 19:00
3941,F,2005,40,AM,21/2/2018 19:00
4137,F,2006,40,AM,21/2/2018 19:00
4429,F,2015,40,AM,21/2/2018 19:00
4518,M,1930,40,AM,21/2/2018 19:00
4645,M,1933,40,AM,21/2/2018 19:00
4647,M,1936,40,AM,21/2/2018 19:00
4660,M,1937,40,AM,21/2/2018 19:00
4672,M,1938,40,AM,21/2/2018 19:00
4743,M,1939,40,AM,21/2/2018 19:00
430,M,1940,40,AM,21/2/2018 19:00
1107,M,1941,40,AM,21/2/2018 19:00
1707,M,1942,40,AM,21/2/2018 19:00
2212,M,1943,40,AM,21/2/2018 19:00
2252,M,1944,40,AM,21/2/2018 19:00
2306,M,1945,40,AM,21/2/2018 19:00
2808,M,1946,40,AM,21/2/2018 19:00
2984,M,1947,40,AM,21/2/2018 19:00
3029,M,1948,40,AM,21/2/2018 19:00
3181,M,1949,40,AM,21/2/2018 19:00
3257,M,1950,40,AM,21/2/2018 19:00
3317,M,1999,40,AM,21/2/2018 19:00
3332,M,2000,40,AM,21/2/2018 19:00
3416,M,2001,40,AM,21/2/2018 19:00
3430,M,2002,40,AM,21/2/2018 19:00
3482,M,2003,40,AM,21/2/2018 19:00
3556,M,2004,40,AM,21/2/2018 19:00
3628,M,2005,40,AM,21/2/2018 19:00
3631,M,2006,40,AM,21/2/2018 19:00
3641,NA,1916,40,AM,21/2/2018 19:00
3693,NA,1930,40,AM,21/2/2018 19:00
3848,NA,1931,40,AM,21/2/2018 19:00
3875,NA,1932,40,AM,21/2/2018 19:00
3980,NA,1933,40,AM,21/2/2018 19:00
4011,NA,1934,40,AM,21/2/2018 19:00
4365,NA,1935,40,AM,21/2/2018 19:00
4445,NA,1936,40,AM,21/2/2018 19:00
4641,NA,1937,40,AM,21/2/2018 19:00
4644,NA,1938,40,AM,21/2/2018 19:00
4654,NA,1939,40,AM,21/2/2018 19:00
4665,NA,1940,40,AM,21/2/2018 19:00
4742,NA,1941,40,AM,21/2/2018 19:00
1483,NA,1942,40,AM,21/2/2018 19:00
1705,NA,1943,40,AM,21/2/2018 19:00
1726,NA,1944,40,AM,21/2/2018 19:00
1802,NA,1945,40,AM,21/2/2018 19:00
1933,NA,1946,40,AM,21/2/2018 19:00
1935,NA,1947,40,AM,21/2/2018 19:00
1992,NA,1948,40,AM,21/2/2018 19:00
2213,NA,1949,40,AM,21/2/2018 19:00
2214,NA,1950,40,AM,21/2/2018 19:00
2442,NA,1951,40,AM,21/2/2018 19:00
2528,NA,1953,40,AM,21/2/2018 19:00
2751,NA,1954,40,AM,21/2/2018 19:00
2874,NA,1999,40,AM,21/2/2018 19:00
2890,NA,2000,40,AM,21/2/2018 19:00
3093,NA,2001,40,AM,21/2/2018 19:00
3253,NA,2002,40,AM,21/2/2018 19:00
3414,NA,2003,40,AM,21/2/2018 19:00
3424,NA,2004,40,AM,21/2/2018 19:00
3624,NA,2013,40,AM,21/2/2018 19:00
3691,NA,NA,7806,AM,21/2/2018 18:00
3779,M,NA,959,AM,21/2/2018 18:00
3862,F,NA,513,AM,21/2/2018 18:00
3910,M,1971,200,AM,21/2/2018 18:00
4381,M,1972,196,AM,21/2/2018 18:00
4382,M,1968,188,AM,21/2/2018 18:00
4448,M,1969,180,AM,21/2/2018 18:00
4450,M,1976,180,AM,21/2/2018 18:00
4514,M,1973,171,AM,21/2/2018 18:00
4521,NA,1990,170,AM,21/2/2018 18:00
4593,F,1968,167,AM,21/2/2018 18:00
4666,M,1961,166,AM,21/2/2018 18:00
4736,M,1966,166,AM,21/2/2018 18:00
4883,M,1970,166,AM,21/2/2018 18:00
4888,NA,1991,166,AM,21/2/2018 18:00
4965,NA,1992,162,AM,21/2/2018 18:00
429,M,1965,159,AM,21/2/2018 18:00
1708,NA,1984,159,AM,21/2/2018 18:00
1723,M,1964,157,AM,21/2/2018 18:00
1729,M,1967,155,AM,21/2/2018 18:00
1771,F,1969,154,AM,21/2/2018 18:00
1803,F,1973,154,AM,21/2/2018 18:00
2090,M,1963,154,AM,21/2/2018 18:00
2220,NA,1987,151,AM,21/2/2018 18:00
2454,F,1971,150,AM,21/2/2018 18:00
2531,NA,1989,150,AM,21/2/2018 18:00
2666,NA,1986,149,AM,21/2/2018 18:00
2761,NA,1988,149,AM,21/2/2018 18:00
3112,F,1970,147,AM,21/2/2018 18:00
3189,NA,1975,147,AM,21/2/2018 18:00
3194,F,1972,146,AM,21/2/2018 18:00
3334,NA,1985,146,AM,21/2/2018 18:00
3432,M,1975,144,AM,21/2/2018 18:00
3563,M,1981,143,AM,21/2/2018 18:00
3755,M,1974,139,AM,21/2/2018 18:00
3854,M,1978,139,AM,21/2/2018 18:00
3857,F,1974,136,AM,21/2/2018 18:00
3861,F,1979,136,AM,21/2/2018 18:00
3931,M,1960,136,AM,21/2/2018 18:00
3938,NA,1974,136,AM,21/2/2018 18:00
3979,NA,1995,132,AM,21/2/2018 18:00
3982,M,1962,131,AM,21/2/2018 18:00
4067,F,1977,130,AM,21/2/2018 18:00
4157,M,1979,130,AM,21/2/2018 18:00
4289,M,1983,130,AM,21/2/2018 18:00
4293,F,1982,128,AM,21/2/2018 18:00
4372,NA,1982,128,AM,21/2/2018 18:00
4605,F,1975,127,AM,21/2/2018 18:00
4659,M,1980,127,AM,21/2/2018 18:00
4733,M,1988,127,AM,21/2/2018 18:00
4819,NA,1983,126,AM,21/2/2018 18:00
4868,F,1976,124,AM,21/2/2018 18:00
910,NA,1977,124,AM,21/2/2018 18:00
1734,F,1966,123,AM,21/2/2018 18:00
1735,F,1988,123,AM,21/2/2018 18:00
1936,M,1990,123,AM,21/2/2018 18:00
2014,F,1967,122,AM,21/2/2018 18:00
2088,NA,1994,122,AM,21/2/2018 18:00
2151,NA,1972,120,AM,21/2/2018 18:00
2300,NA,1981,119,AM,21/2/2018 18:00
2372,F,1984,117,AM,21/2/2018 18:00
2431,NA,1993,117,AM,21/2/2018 18:00
2523,F,1981,116,AM,21/2/2018 18:00
2592,M,1958,116,AM,21/2/2018 18:00
2870,F,1964,115,AM,21/2/2018 18:00
2889,F,1978,115,AM,21/2/2018 18:00
3425,M,1982,115,AM,21/2/2018 18:00
3539,M,1987,115,AM,21/2/2018 18:00
3629,NA,1967,115,AM,21/2/2018 18:00
4071,M,1985,113,AM,21/2/2018 18:00
4581,NA,1973,113,AM,21/2/2018 18:00
4663,NA,1980,112,AM,21/2/2018 18:00
4664,NA,1978,109,AM,21/2/2018 18:00
4737,F,1985,108,AM,21/2/2018 18:00
4739,M,1977,108,AM,21/2/2018 18:00
4869,NA,1979,108,AM,21/2/2018 18:00
4957,F,1963,105,AM,21/2/2018 18:00
4968,M,1959,105,AM,21/2/2018 18:00
4970,M,1989,105,AM,21/2/2018 18:00
185,F,1983,104,AM,21/2/2018 18:00
1272,F,1989,104,AM,21/2/2018 18:00
1502,M,1956,103,AM,21/2/2018 18:00
1990,NA,1968,101,AM,21/2/2018 18:00
2079,F,1962,100,AM,21/2/2018 18:00
2211,F,1991,100,AM,21/2/2018 18:00
2232,M,1984,100,AM,21/2/2018 18:00
2236,M,1991,99,AM,21/2/2018 18:00
2370,F,1965,97,AM,21/2/2018 18:00
2521,NA,1971,97,AM,21/2/2018 18:00
2649,NA,1970,92,AM,21/2/2018 18:00
