,agent_gender,agent_year_of_birth,footfall,staypoint_planningarea,datetime
319,F,2014,40,AM,21/2/2018 12:00
320,M,1930,40,AM,21/2/2018 12:00
322,M,1935,40,AM,21/2/2018 12:00
323,M,1936,40,AM,21/2/2018 12:00
324,M,1939,40,AM,21/2/2018 12:00
325,M,1940,40,AM,21/2/2018 12:00
326,M,1941,40,AM,21/2/2018 12:00
327,M,1942,40,AM,21/2/2018 12:00
328,M,1943,40,AM,21/2/2018 12:00
329,M,1944,40,AM,21/2/2018 12:00
330,M,1945,40,AM,21/2/2018 12:00
331,M,1946,40,AM,21/2/2018 12:00
332,M,1947,40,AM,21/2/2018 12:00
333,M,1948,40,AM,21/2/2018 12:00
334,M,1949,40,AM,21/2/2018 12:00
335,M,1950,40,AM,21/2/2018 12:00
336,M,1951,40,AM,21/2/2018 12:00
337,M,1994,40,AM,21/2/2018 12:00
338,M,1995,40,AM,21/2/2018 12:00
339,M,1996,40,AM,21/2/2018 12:00
340,M,1999,40,AM,21/2/2018 12:00
341,M,2000,40,AM,21/2/2018 12:00
342,M,2001,40,AM,21/2/2018 12:00
343,M,2002,40,AM,21/2/2018 12:00
345,M,2003,40,AM,21/2/2018 12:00
346,M,2004,40,AM,21/2/2018 12:00
347,M,2005,40,AM,21/2/2018 12:00
361,M,2007,40,AM,21/2/2018 12:00
367,M,2014,40,AM,21/2/2018 12:00
369,NA,1925,40,AM,21/2/2018 12:00
374,NA,1928,40,AM,21/2/2018 12:00
376,NA,1930,40,AM,21/2/2018 12:00
383,NA,1931,40,AM,21/2/2018 12:00
385,NA,1932,40,AM,21/2/2018 12:00
386,NA,1933,40,AM,21/2/2018 12:00
387,NA,1935,40,AM,21/2/2018 12:00
388,NA,1936,40,AM,21/2/2018 12:00
389,NA,1937,40,AM,21/2/2018 12:00
390,NA,1938,40,AM,21/2/2018 12:00
391,NA,1939,40,AM,21/2/2018 12:00
392,NA,1940,40,AM,21/2/2018 12:00
393,NA,1941,40,AM,21/2/2018 12:00
394,NA,1942,40,AM,21/2/2018 12:00
395,NA,1943,40,AM,21/2/2018 12:00
397,NA,1944,40,AM,21/2/2018 12:00
398,NA,1945,40,AM,21/2/2018 12:00
399,NA,1946,40,AM,21/2/2018 12:00
400,NA,1947,40,AM,21/2/2018 12:00
401,NA,1948,40,AM,21/2/2018 12:00
402,NA,1949,40,AM,21/2/2018 12:00
403,NA,1950,40,AM,21/2/2018 12:00
404,NA,1952,40,AM,21/2/2018 12:00
405,NA,1954,40,AM,21/2/2018 12:00
406,NA,1956,40,AM,21/2/2018 12:00
407,NA,2000,40,AM,21/2/2018 12:00
408,NA,2001,40,AM,21/2/2018 12:00
409,NA,2002,40,AM,21/2/2018 12:00
410,NA,2003,40,AM,21/2/2018 12:00
411,NA,NA,5330,AM,21/2/2018 11:00
412,M,NA,842,AM,21/2/2018 11:00
416,F,NA,348,AM,21/2/2018 11:00
419,NA,1990,147,AM,21/2/2018 11:00
471,M,1969,126,AM,21/2/2018 11:00
472,NA,1991,123,AM,21/2/2018 11:00
473,M,1972,122,AM,21/2/2018 11:00
474,M,1971,120,AM,21/2/2018 11:00
475,NA,1985,119,AM,21/2/2018 11:00
476,M,1970,117,AM,21/2/2018 11:00
478,NA,1984,117,AM,21/2/2018 11:00
479,NA,1988,115,AM,21/2/2018 11:00
480,NA,1992,113,AM,21/2/2018 11:00
481,NA,1987,112,AM,21/2/2018 11:00
482,M,1966,108,AM,21/2/2018 11:00
483,M,1962,105,AM,21/2/2018 11:00
484,NA,1993,105,AM,21/2/2018 11:00
485,M,1961,103,AM,21/2/2018 11:00
486,M,1968,103,AM,21/2/2018 11:00
487,NA,1982,103,AM,21/2/2018 11:00
488,M,1965,99,AM,21/2/2018 11:00
489,M,1960,95,AM,21/2/2018 11:00
490,NA,1994,95,AM,21/2/2018 11:00
491,NA,1986,93,AM,21/2/2018 11:00
492,M,1963,92,AM,21/2/2018 11:00
493,M,1976,90,AM,21/2/2018 11:00
494,NA,1974,90,AM,21/2/2018 11:00
495,NA,1989,90,AM,21/2/2018 11:00
496,M,1967,88,AM,21/2/2018 11:00
497,NA,1980,88,AM,21/2/2018 11:00
498,M,1979,86,AM,21/2/2018 11:00
499,NA,1983,86,AM,21/2/2018 11:00
500,F,1970,85,AM,21/2/2018 11:00
501,M,1956,85,AM,21/2/2018 11:00
502,NA,1975,85,AM,21/2/2018 11:00
503,F,1968,84,AM,21/2/2018 11:00
504,NA,1973,84,AM,21/2/2018 11:00
505,NA,1970,81,AM,21/2/2018 11:00
506,F,1969,80,AM,21/2/2018 11:00
507,M,1957,80,AM,21/2/2018 11:00
508,M,1998,80,AM,21/2/2018 11:00
509,NA,1979,80,AM,21/2/2018 11:00
510,M,1958,78,AM,21/2/2018 11:00
511,M,1973,78,AM,21/2/2018 11:00
512,M,1964,77,AM,21/2/2018 11:00
513,NA,1978,77,AM,21/2/2018 11:00
514,NA,1968,76,AM,21/2/2018 11:00
515,M,1955,74,AM,21/2/2018 11:00
516,M,1959,73,AM,21/2/2018 11:00
517,NA,1965,72,AM,21/2/2018 11:00
518,NA,1972,72,AM,21/2/2018 11:00
519,NA,1977,72,AM,21/2/2018 11:00
520,F,1964,70,AM,21/2/2018 11:00
521,F,1971,70,AM,21/2/2018 11:00
522,NA,1964,70,AM,21/2/2018 11:00
523,M,1975,69,AM,21/2/2018 11:00
524,M,1982,69,AM,21/2/2018 11:00
525,F,1973,68,AM,21/2/2018 11:00
526,M,1974,68,AM,21/2/2018 11:00
527,F,1972,66,AM,21/2/2018 11:00
528,M,1954,66,AM,21/2/2018 11:00
529,NA,1966,66,AM,21/2/2018 11:00
530,F,1963,65,AM,21/2/2018 11:00
531,F,1974,65,AM,21/2/2018 11:00
532,M,1980,65,AM,21/2/2018 11:00
533,NA,1976,63,AM,21/2/2018 11:00
534,NA,1981,63,AM,21/2/2018 11:00
535,NA,1995,63,AM,21/2/2018 11:00
536,F,1966,62,AM,21/2/2018 11:00
537,F,1975,62,AM,21/2/2018 11:00
539,F,1976,62,AM,21/2/2018 11:00
540,M,1981,62,AM,21/2/2018 11:00
541,M,1985,62,AM,21/2/2018 11:00
542,M,1988,59,AM,21/2/2018 11:00
543,M,1990,59,AM,21/2/2018 11:00
544,NA,1967,59,AM,21/2/2018 11:00
545,NA,1996,59,AM,21/2/2018 11:00
546,F,1965,58,AM,21/2/2018 11:00
547,M,1950,58,AM,21/2/2018 11:00
548,NA,1971,58,AM,21/2/2018 11:00
549,M,1991,57,AM,21/2/2018 11:00
550,NA,1969,57,AM,21/2/2018 11:00
551,M,1978,55,AM,21/2/2018 11:00
552,NA,1960,55,AM,21/2/2018 11:00
553,F,1982,54,AM,21/2/2018 11:00
554,M,1983,54,AM,21/2/2018 11:00
555,F,1979,53,AM,21/2/2018 11:00
556,F,1998,53,AM,21/2/2018 11:00
557,NA,1963,53,AM,21/2/2018 11:00
558,NA,1997,53,AM,21/2/2018 11:00
559,F,1959,51,AM,21/2/2018 11:00
560,M,1953,51,AM,21/2/2018 11:00
561,M,1987,51,AM,21/2/2018 11:00
562,NA,1957,51,AM,21/2/2018 11:00
563,F,1978,50,AM,21/2/2018 11:00
564,M,1989,50,AM,21/2/2018 11:00
565,M,1999,50,AM,21/2/2018 11:00
566,F,1962,49,AM,21/2/2018 11:00
567,F,1988,49,AM,21/2/2018 11:00
568,NA,1962,47,AM,21/2/2018 11:00
569,F,1956,46,AM,21/2/2018 11:00
570,F,1967,46,AM,21/2/2018 11:00
571,NA,1955,46,AM,21/2/2018 11:00
572,F,1977,45,AM,21/2/2018 11:00
573,F,1985,45,AM,21/2/2018 11:00
574,F,1997,45,AM,21/2/2018 11:00
575,M,1948,45,AM,21/2/2018 11:00
576,M,1984,45,AM,21/2/2018 11:00
577,F,1960,43,AM,21/2/2018 11:00
578,M,1977,43,AM,21/2/2018 11:00
579,NA,1958,43,AM,21/2/2018 11:00
580,F,1957,42,AM,21/2/2018 11:00
581,M,1993,42,AM,21/2/2018 11:00
582,M,1996,42,AM,21/2/2018 11:00
583,F,1961,41,AM,21/2/2018 11:00
584,F,1983,41,AM,21/2/2018 11:00
585,F,1986,41,AM,21/2/2018 11:00
586,F,1987,41,AM,21/2/2018 11:00
587,NA,1952,41,AM,21/2/2018 11:00
588,NA,1959,41,AM,21/2/2018 11:00
589,F,1931,40,AM,21/2/2018 11:00
590,F,1934,40,AM,21/2/2018 11:00
591,F,1935,40,AM,21/2/2018 11:00
592,F,1936,40,AM,21/2/2018 11:00
593,F,1938,40,AM,21/2/2018 11:00
594,F,1940,40,AM,21/2/2018 11:00
595,F,1941,40,AM,21/2/2018 11:00
596,F,1942,40,AM,21/2/2018 11:00
597,F,1943,40,AM,21/2/2018 11:00
598,F,1944,40,AM,21/2/2018 11:00
599,F,1945,40,AM,21/2/2018 11:00
600,F,1946,40,AM,21/2/2018 11:00
601,F,1947,40,AM,21/2/2018 11:00
602,F,1948,40,AM,21/2/2018 11:00
603,F,1949,40,AM,21/2/2018 11:00
604,F,1950,40,AM,21/2/2018 11:00
606,F,1951,40,AM,21/2/2018 11:00
607,F,1952,40,AM,21/2/2018 11:00
608,F,1953,40,AM,21/2/2018 11:00
609,F,1954,40,AM,21/2/2018 11:00
610,F,1955,40,AM,21/2/2018 11:00
611,F,1958,40,AM,21/2/2018 11:00
612,F,1980,40,AM,21/2/2018 11:00
613,F,1981,40,AM,21/2/2018 11:00
614,F,1984,40,AM,21/2/2018 11:00
615,F,1989,40,AM,21/2/2018 11:00
616,F,1990,40,AM,21/2/2018 11:00
617,F,1991,40,AM,21/2/2018 11:00
618,F,1992,40,AM,21/2/2018 11:00
619,F,1993,40,AM,21/2/2018 11:00
620,F,1994,40,AM,21/2/2018 11:00
621,F,1995,40,AM,21/2/2018 11:00
622,F,1996,40,AM,21/2/2018 11:00
623,F,1999,40,AM,21/2/2018 11:00
624,F,2000,40,AM,21/2/2018 11:00
625,F,2001,40,AM,21/2/2018 11:00
626,F,2002,40,AM,21/2/2018 11:00
627,F,2005,40,AM,21/2/2018 11:00
628,F,2007,40,AM,21/2/2018 11:00
629,F,2008,40,AM,21/2/2018 11:00
630,M,1931,40,AM,21/2/2018 11:00
631,M,1932,40,AM,21/2/2018 11:00
632,M,1935,40,AM,21/2/2018 11:00
633,M,1936,40,AM,21/2/2018 11:00
634,M,1937,40,AM,21/2/2018 11:00
635,M,1939,40,AM,21/2/2018 11:00
636,M,1940,40,AM,21/2/2018 11:00
637,M,1941,40,AM,21/2/2018 11:00
638,M,1942,40,AM,21/2/2018 11:00
639,M,1943,40,AM,21/2/2018 11:00
640,M,1944,40,AM,21/2/2018 11:00
641,M,1945,40,AM,21/2/2018 11:00
642,M,1946,40,AM,21/2/2018 11:00
643,M,1947,40,AM,21/2/2018 11:00
644,M,1949,40,AM,21/2/2018 11:00
645,M,1951,40,AM,21/2/2018 11:00
646,M,1952,40,AM,21/2/2018 11:00
647,M,1986,40,AM,21/2/2018 11:00
648,M,1992,40,AM,21/2/2018 11:00
649,M,1994,40,AM,21/2/2018 11:00
650,M,1995,40,AM,21/2/2018 11:00
651,M,1997,40,AM,21/2/2018 11:00
652,M,2000,40,AM,21/2/2018 11:00
653,M,2001,40,AM,21/2/2018 11:00
654,M,2002,40,AM,21/2/2018 11:00
655,M,2005,40,AM,21/2/2018 11:00
656,NA,1928,40,AM,21/2/2018 11:00
657,NA,1931,40,AM,21/2/2018 11:00
659,NA,1934,40,AM,21/2/2018 11:00
660,NA,1935,40,AM,21/2/2018 11:00
661,NA,1936,40,AM,21/2/2018 11:00
662,NA,1937,40,AM,21/2/2018 11:00
663,NA,1938,40,AM,21/2/2018 11:00
664,NA,1939,40,AM,21/2/2018 11:00
665,NA,1940,40,AM,21/2/2018 11:00
666,NA,1941,40,AM,21/2/2018 11:00
667,NA,1942,40,AM,21/2/2018 11:00
669,NA,1943,40,AM,21/2/2018 11:00
670,NA,1944,40,AM,21/2/2018 11:00
671,NA,1945,40,AM,21/2/2018 11:00
672,NA,1946,40,AM,21/2/2018 11:00
673,NA,1947,40,AM,21/2/2018 11:00
674,NA,1948,40,AM,21/2/2018 11:00
675,NA,1949,40,AM,21/2/2018 11:00
676,NA,1950,40,AM,21/2/2018 11:00
677,NA,1951,40,AM,21/2/2018 11:00
678,NA,1953,40,AM,21/2/2018 11:00
679,NA,1954,40,AM,21/2/2018 11:00
680,NA,1956,40,AM,21/2/2018 11:00
681,NA,1961,40,AM,21/2/2018 11:00
682,NA,1998,40,AM,21/2/2018 11:00
683,NA,1999,40,AM,21/2/2018 11:00
684,NA,2000,40,AM,21/2/2018 11:00
685,NA,2001,40,AM,21/2/2018 11:00
686,NA,2002,40,AM,21/2/2018 11:00
687,NA,2003,40,AM,21/2/2018 11:00
688,NA,2004,40,AM,21/2/2018 11:00
689,NA,2013,40,AM,21/2/2018 11:00
690,NA,NA,5696,AM,21/2/2018 10:00
691,M,NA,856,AM,21/2/2018 10:00
692,F,NA,393,AM,21/2/2018 10:00
693,NA,1992,165,AM,21/2/2018 10:00
694,NA,1987,128,AM,21/2/2018 10:00
695,NA,1988,128,AM,21/2/2018 10:00
696,NA,1991,127,AM,21/2/2018 10:00
697,M,1969,126,AM,21/2/2018 10:00
698,NA,1986,123,AM,21/2/2018 10:00
699,NA,1989,123,AM,21/2/2018 10:00
700,NA,1985,119,AM,21/2/2018 10:00
701,NA,1990,117,AM,21/2/2018 10:00
702,M,1968,113,AM,21/2/2018 10:00
703,M,1971,113,AM,21/2/2018 10:00
704,M,1972,113,AM,21/2/2018 10:00
705,M,1970,112,AM,21/2/2018 10:00
706,M,1965,109,AM,21/2/2018 10:00
707,NA,1984,109,AM,21/2/2018 10:00
708,NA,1994,109,AM,21/2/2018 10:00
709,NA,1982,108,AM,21/2/2018 10:00
710,M,1962,105,AM,21/2/2018 10:00
711,NA,1981,105,AM,21/2/2018 10:00
712,M,1961,104,AM,21/2/2018 10:00
713,M,1964,103,AM,21/2/2018 10:00
714,NA,1980,101,AM,21/2/2018 10:00
715,NA,1973,100,AM,21/2/2018 10:00
716,NA,1993,100,AM,21/2/2018 10:00
717,M,1973,99,AM,21/2/2018 10:00
718,F,1972,97,AM,21/2/2018 10:00
719,M,1967,96,AM,21/2/2018 10:00
720,NA,1974,93,AM,21/2/2018 10:00
721,NA,1983,93,AM,21/2/2018 10:00
722,M,1963,92,AM,21/2/2018 10:00
723,M,1974,90,AM,21/2/2018 10:00
724,M,1958,89,AM,21/2/2018 10:00
725,M,1998,89,AM,21/2/2018 10:00
726,NA,1975,89,AM,21/2/2018 10:00
727,M,1959,88,AM,21/2/2018 10:00
728,M,1960,88,AM,21/2/2018 10:00
729,M,1966,86,AM,21/2/2018 10:00
730,F,1969,85,AM,21/2/2018 10:00
731,NA,1969,85,AM,21/2/2018 10:00
732,M,1957,84,AM,21/2/2018 10:00
733,M,1978,84,AM,21/2/2018 10:00
734,M,1982,84,AM,21/2/2018 10:00
735,F,1971,82,AM,21/2/2018 10:00
736,M,1983,82,AM,21/2/2018 10:00
737,NA,1972,81,AM,21/2/2018 10:00
738,M,1985,80,AM,21/2/2018 10:00
739,NA,1968,80,AM,21/2/2018 10:00
740,NA,1970,80,AM,21/2/2018 10:00
741,M,1956,78,AM,21/2/2018 10:00
742,M,1975,78,AM,21/2/2018 10:00
743,NA,1977,77,AM,21/2/2018 10:00
744,NA,1971,74,AM,21/2/2018 10:00
745,NA,1995,74,AM,21/2/2018 10:00
746,F,1970,73,AM,21/2/2018 10:00
747,M,1976,72,AM,21/2/2018 10:00
748,F,1968,70,AM,21/2/2018 10:00
749,M,1981,70,AM,21/2/2018 10:00
750,F,1974,69,AM,21/2/2018 10:00
751,NA,1976,69,AM,21/2/2018 10:00
752,NA,1979,69,AM,21/2/2018 10:00
753,F,1964,68,AM,21/2/2018 10:00
754,M,1979,68,AM,21/2/2018 10:00
755,F,1976,62,AM,21/2/2018 10:00
756,NA,1966,62,AM,21/2/2018 10:00
757,F,1959,59,AM,21/2/2018 10:00
758,F,1973,59,AM,21/2/2018 10:00
759,M,1980,59,AM,21/2/2018 10:00
760,F,1965,58,AM,21/2/2018 10:00
761,M,1988,58,AM,21/2/2018 10:00
762,NA,1963,58,AM,21/2/2018 10:00
763,NA,1967,58,AM,21/2/2018 10:00
764,F,1979,57,AM,21/2/2018 10:00
765,NA,1965,57,AM,21/2/2018 10:00
766,NA,1978,57,AM,21/2/2018 10:00
767,NA,1997,57,AM,21/2/2018 10:00
768,F,1962,55,AM,21/2/2018 10:00
769,M,1977,55,AM,21/2/2018 10:00
770,F,1963,54,AM,21/2/2018 10:00
771,F,1982,54,AM,21/2/2018 10:00
772,F,1987,54,AM,21/2/2018 10:00
773,M,1954,54,AM,21/2/2018 10:00
774,NA,1996,54,AM,21/2/2018 10:00
775,F,1967,53,AM,21/2/2018 10:00
776,F,1998,53,AM,21/2/2018 10:00
777,M,1997,53,AM,21/2/2018 10:00
778,F,1975,51,AM,21/2/2018 10:00
779,F,1978,51,AM,21/2/2018 10:00
780,M,2000,51,AM,21/2/2018 10:00
781,NA,1961,51,AM,21/2/2018 10:00
782,NA,1964,51,AM,21/2/2018 10:00
783,F,1956,50,AM,21/2/2018 10:00
785,F,1957,50,AM,21/2/2018 10:00
786,F,1985,50,AM,21/2/2018 10:00
787,F,1999,50,AM,21/2/2018 10:00
788,M,1986,50,AM,21/2/2018 10:00
789,F,1960,49,AM,21/2/2018 10:00
790,F,1966,49,AM,21/2/2018 10:00
791,F,1986,49,AM,21/2/2018 10:00
792,M,1999,49,AM,21/2/2018 10:00
793,M,1953,47,AM,21/2/2018 10:00
794,M,1955,47,AM,21/2/2018 10:00
795,M,1984,47,AM,21/2/2018 10:00
796,M,1990,47,AM,21/2/2018 10:00
797,NA,1962,47,AM,21/2/2018 10:00
798,F,1958,46,AM,21/2/2018 10:00
799,F,1961,46,AM,21/2/2018 10:00
800,F,1980,46,AM,21/2/2018 10:00
801,M,1949,46,AM,21/2/2018 10:00
802,F,1981,45,AM,21/2/2018 10:00
803,F,1989,45,AM,21/2/2018 10:00
804,F,1993,45,AM,21/2/2018 10:00
805,M,1987,45,AM,21/2/2018 10:00
806,M,1989,45,AM,21/2/2018 10:00
807,F,1977,43,AM,21/2/2018 10:00
808,F,1988,43,AM,21/2/2018 10:00
809,M,1952,43,AM,21/2/2018 10:00
810,NA,1955,43,AM,21/2/2018 10:00
811,NA,1958,43,AM,21/2/2018 10:00
812,NA,1957,42,AM,21/2/2018 10:00
813,NA,1998,42,AM,21/2/2018 10:00
814,M,1950,41,AM,21/2/2018 10:00
815,NA,1951,41,AM,21/2/2018 10:00
816,NA,1959,41,AM,21/2/2018 10:00
817,F,1934,40,AM,21/2/2018 10:00
818,F,1935,40,AM,21/2/2018 10:00
819,F,1938,40,AM,21/2/2018 10:00
820,F,1939,40,AM,21/2/2018 10:00
821,F,1940,40,AM,21/2/2018 10:00
822,F,1941,40,AM,21/2/2018 10:00
823,F,1942,40,AM,21/2/2018 10:00
824,F,1943,40,AM,21/2/2018 10:00
825,F,1944,40,AM,21/2/2018 10:00
826,F,1945,40,AM,21/2/2018 10:00
827,F,1946,40,AM,21/2/2018 10:00
828,F,1947,40,AM,21/2/2018 10:00
829,F,1948,40,AM,21/2/2018 10:00
830,F,1949,40,AM,21/2/2018 10:00
831,F,1950,40,AM,21/2/2018 10:00
832,F,1951,40,AM,21/2/2018 10:00
833,F,1952,40,AM,21/2/2018 10:00
834,F,1953,40,AM,21/2/2018 10:00
835,F,1954,40,AM,21/2/2018 10:00
836,F,1955,40,AM,21/2/2018 10:00
837,F,1983,40,AM,21/2/2018 10:00
838,F,1984,40,AM,21/2/2018 10:00
839,F,1990,40,AM,21/2/2018 10:00
840,F,1991,40,AM,21/2/2018 10:00
841,F,1992,40,AM,21/2/2018 10:00
842,F,1994,40,AM,21/2/2018 10:00
843,F,1995,40,AM,21/2/2018 10:00
844,F,1996,40,AM,21/2/2018 10:00
845,F,1997,40,AM,21/2/2018 10:00
846,F,2000,40,AM,21/2/2018 10:00
847,F,2001,40,AM,21/2/2018 10:00
848,F,2002,40,AM,21/2/2018 10:00
850,F,2003,40,AM,21/2/2018 10:00
851,F,2005,40,AM,21/2/2018 10:00
852,F,2014,40,AM,21/2/2018 10:00
853,M,1934,40,AM,21/2/2018 10:00
854,M,1936,40,AM,21/2/2018 10:00
855,M,1937,40,AM,21/2/2018 10:00
856,M,1938,40,AM,21/2/2018 10:00
857,M,1939,40,AM,21/2/2018 10:00
858,M,1940,40,AM,21/2/2018 10:00
859,M,1941,40,AM,21/2/2018 10:00
860,M,1942,40,AM,21/2/2018 10:00
861,M,1943,40,AM,21/2/2018 10:00
862,M,1944,40,AM,21/2/2018 10:00
863,M,1945,40,AM,21/2/2018 10:00
864,M,1946,40,AM,21/2/2018 10:00
865,M,1947,40,AM,21/2/2018 10:00
866,M,1948,40,AM,21/2/2018 10:00
867,M,1951,40,AM,21/2/2018 10:00
868,M,1991,40,AM,21/2/2018 10:00
869,M,1992,40,AM,21/2/2018 10:00
870,M,1993,40,AM,21/2/2018 10:00
871,M,1994,40,AM,21/2/2018 10:00
872,M,1995,40,AM,21/2/2018 10:00
873,M,1996,40,AM,21/2/2018 10:00
874,M,2001,40,AM,21/2/2018 10:00
875,M,2002,40,AM,21/2/2018 10:00
876,M,2003,40,AM,21/2/2018 10:00
877,M,2004,40,AM,21/2/2018 10:00
878,M,2005,40,AM,21/2/2018 10:00
879,NA,1923,40,AM,21/2/2018 10:00
880,NA,1924,40,AM,21/2/2018 10:00
881,NA,1930,40,AM,21/2/2018 10:00
882,NA,1931,40,AM,21/2/2018 10:00
883,NA,1933,40,AM,21/2/2018 10:00
884,NA,1934,40,AM,21/2/2018 10:00
885,NA,1936,40,AM,21/2/2018 10:00
886,NA,1937,40,AM,21/2/2018 10:00
887,NA,1938,40,AM,21/2/2018 10:00
888,NA,1939,40,AM,21/2/2018 10:00
889,NA,1940,40,AM,21/2/2018 10:00
890,NA,1941,40,AM,21/2/2018 10:00
891,NA,1942,40,AM,21/2/2018 10:00
892,NA,1943,40,AM,21/2/2018 10:00
893,NA,1944,40,AM,21/2/2018 10:00
894,NA,1945,40,AM,21/2/2018 10:00
895,NA,1946,40,AM,21/2/2018 10:00
896,NA,1947,40,AM,21/2/2018 10:00
897,NA,1948,40,AM,21/2/2018 10:00
898,NA,1949,40,AM,21/2/2018 10:00
899,NA,1950,40,AM,21/2/2018 10:00
900,NA,1952,40,AM,21/2/2018 10:00
901,NA,1953,40,AM,21/2/2018 10:00
902,NA,1954,40,AM,21/2/2018 10:00
903,NA,1956,40,AM,21/2/2018 10:00
904,NA,1960,40,AM,21/2/2018 10:00
905,NA,1999,40,AM,21/2/2018 10:00
906,NA,2000,40,AM,21/2/2018 10:00
907,NA,2001,40,AM,21/2/2018 10:00
908,NA,2002,40,AM,21/2/2018 10:00
909,NA,2003,40,AM,21/2/2018 10:00
911,NA,2013,40,AM,21/2/2018 10:00
912,NA,NA,6801,AM,21/2/2018 9:00
913,M,NA,867,AM,21/2/2018 9:00
914,F,NA,433,AM,21/2/2018 9:00
915,NA,1992,170,AM,21/2/2018 9:00
916,NA,1989,169,AM,21/2/2018 9:00
917,M,1969,162,AM,21/2/2018 9:00
918,NA,1990,157,AM,21/2/2018 9:00
919,M,1968,150,AM,21/2/2018 9:00
920,M,1972,150,AM,21/2/2018 9:00
921,NA,1986,150,AM,21/2/2018 9:00
922,NA,1987,150,AM,21/2/2018 9:00
923,NA,1993,143,AM,21/2/2018 9:00
924,NA,1985,140,AM,21/2/2018 9:00
925,NA,1991,139,AM,21/2/2018 9:00
926,M,1967,136,AM,21/2/2018 9:00
927,M,1971,136,AM,21/2/2018 9:00
928,F,1971,134,AM,21/2/2018 9:00
929,NA,1988,132,AM,21/2/2018 9:00
930,M,1970,130,AM,21/2/2018 9:00
931,M,1965,120,AM,21/2/2018 9:00
932,NA,1973,119,AM,21/2/2018 9:00
933,M,1959,116,AM,21/2/2018 9:00
934,M,1983,116,AM,21/2/2018 9:00
935,M,1960,115,AM,21/2/2018 9:00
936,M,1963,115,AM,21/2/2018 9:00
937,NA,1994,115,AM,21/2/2018 9:00
938,M,1966,113,AM,21/2/2018 9:00
939,NA,1974,113,AM,21/2/2018 9:00
940,NA,1982,113,AM,21/2/2018 9:00
941,NA,1984,112,AM,21/2/2018 9:00
942,M,1976,111,AM,21/2/2018 9:00
943,NA,1977,109,AM,21/2/2018 9:00
944,NA,1979,108,AM,21/2/2018 9:00
945,NA,1981,105,AM,21/2/2018 9:00
946,M,1974,104,AM,21/2/2018 9:00
947,NA,1975,104,AM,21/2/2018 9:00
948,M,1964,103,AM,21/2/2018 9:00
949,M,1981,103,AM,21/2/2018 9:00
950,M,1973,101,AM,21/2/2018 9:00
951,M,1982,101,AM,21/2/2018 9:00
952,NA,1972,101,AM,21/2/2018 9:00
953,M,1961,100,AM,21/2/2018 9:00
954,M,1962,100,AM,21/2/2018 9:00
955,F,1968,99,AM,21/2/2018 9:00
956,NA,1996,99,AM,21/2/2018 9:00
957,F,1969,97,AM,21/2/2018 9:00
958,NA,1971,97,AM,21/2/2018 9:00
959,M,1979,95,AM,21/2/2018 9:00
960,M,1988,93,AM,21/2/2018 9:00
961,NA,1980,92,AM,21/2/2018 9:00
962,NA,1983,92,AM,21/2/2018 9:00
963,NA,1995,92,AM,21/2/2018 9:00
964,NA,1970,90,AM,21/2/2018 9:00
965,F,1970,88,AM,21/2/2018 9:00
966,F,1972,88,AM,21/2/2018 9:00
967,M,1958,88,AM,21/2/2018 9:00
968,NA,1978,86,AM,21/2/2018 9:00
969,F,1973,85,AM,21/2/2018 9:00
970,M,1980,85,AM,21/2/2018 9:00
971,NA,1976,85,AM,21/2/2018 9:00
972,M,1956,84,AM,21/2/2018 9:00
973,NA,1967,84,AM,21/2/2018 9:00
974,F,1985,80,AM,21/2/2018 9:00
975,M,1955,80,AM,21/2/2018 9:00
977,F,1963,78,AM,21/2/2018 9:00
978,F,1967,78,AM,21/2/2018 9:00
979,M,1977,78,AM,21/2/2018 9:00
980,F,1976,77,AM,21/2/2018 9:00
981,M,1975,76,AM,21/2/2018 9:00
982,M,1984,76,AM,21/2/2018 9:00
983,F,1974,74,AM,21/2/2018 9:00
984,M,1989,74,AM,21/2/2018 9:00
985,M,1957,73,AM,21/2/2018 9:00
986,NA,1968,73,AM,21/2/2018 9:00
987,F,1981,72,AM,21/2/2018 9:00
988,F,1978,70,AM,21/2/2018 9:00
989,M,1990,70,AM,21/2/2018 9:00
990,NA,1969,70,AM,21/2/2018 9:00
991,M,1978,69,AM,21/2/2018 9:00
992,M,1985,69,AM,21/2/2018 9:00
993,M,1986,69,AM,21/2/2018 9:00
994,F,1964,68,AM,21/2/2018 9:00
995,F,1979,68,AM,21/2/2018 9:00
996,M,1952,68,AM,21/2/2018 9:00
997,NA,1959,68,AM,21/2/2018 9:00
998,NA,1998,68,AM,21/2/2018 9:00
999,F,1975,65,AM,21/2/2018 9:00
1000,M,1987,65,AM,21/2/2018 9:00
1001,NA,1962,65,AM,21/2/2018 9:00
1002,NA,1966,65,AM,21/2/2018 9:00
1003,F,1959,63,AM,21/2/2018 9:00
1004,F,1990,63,AM,21/2/2018 9:00
1005,M,1954,63,AM,21/2/2018 9:00
1006,NA,1963,63,AM,21/2/2018 9:00
1007,F,1986,62,AM,21/2/2018 9:00
1008,M,2000,62,AM,21/2/2018 9:00
1009,F,1966,59,AM,21/2/2018 9:00
1010,NA,1997,59,AM,21/2/2018 9:00
1011,F,1982,58,AM,21/2/2018 9:00
1012,M,1998,58,AM,21/2/2018 9:00
1013,F,1955,57,AM,21/2/2018 9:00
